city,area,rooms,bathroom,parking,floor,animal,furniture,hoa,rental,property_tax,fire_insurance
Sao Paulo,64,3,2,2,16,1,0,500,1530,34,20
Porto Alegre,50,2,1,0,NaN,1,0,100,700,100,11
Sao Paulo,50,1,1,1,11,1,1,1140,5156,117,66
Sao Paulo,60,2,2,1,5,1,0,700,1465,100,19
Rio de Janeiro,180,3,2,1,2,1,0,2000,4800,377,62
Sao Paulo,339,3,3,4,NaN,1,0,0,3880,353,59
Campinas,54,1,1,1,5,1,1,751,2350,127,30
Sao Paulo,420,4,6,4,10,1,0,5700,12000,3167,153
Campinas,350,4,5,4,NaN,1,0,680,8000,417,121
Sao Paulo,72,2,2,2,6,0,0,800,3060,250,39
Sao Paulo,50,1,1,0,NaN,0,0,0,800,59,13
Sao Paulo,450,4,4,4,NaN,1,0,0,11000,1417,166
Rio de Janeiro,60,2,1,0,6,0,1,800,2900,92,38
Sao Paulo,160,2,3,3,NaN,1,0,0,7500,417,113
Belo Horizonte,450,4,4,5,10,0,0,2200,13500,1130,180
Sao Paulo,265,3,4,3,NaN,1,1,0,3490,450,53
Sao Paulo,103,3,1,3,2,1,0,1054,3400,94,44
Sao Paulo,60,2,2,1,8,1,0,640,1650,0,21
Sao Paulo,136,3,3,3,15,1,1,1450,7900,490,101
Belo Horizonte,45,2,1,1,5,0,0,227,750,28,10
Sao Paulo,206,3,3,4,25,1,0,1800,12500,758,159
Sao Paulo,229,4,2,3,2,1,1,1100,5500,409,70
Campinas,70,1,2,1,2,0,0,450,1000,35,13
Sao Paulo,130,3,2,0,18,1,1,1386,4500,574,58
Campinas,87,2,1,0,10,1,0,415,1100,82,14
Sao Paulo,200,4,5,3,7,0,0,2750,6000,250,77
Rio de Janeiro,50,1,1,1,2,1,0,170,1320,0,18
Sao Paulo,120,3,2,1,NaN,1,0,0,3000,495,46
Sao Paulo,40,1,1,0,1,0,0,600,1300,111,17
Sao Paulo,54,2,1,1,NaN,1,0,600,1800,129,23
Sao Paulo,48,2,1,0,2,1,0,100,1350,0,18
Sao Paulo,149,3,4,3,7,1,1,1300,6000,550,77
Sao Paulo,45,2,1,1,14,1,0,270,1500,82,20
Sao Paulo,76,2,2,2,4,0,0,850,2650,130,34
Sao Paulo,60,2,1,0,3,1,0,487,1850,0,24
Sao Paulo,118,3,3,2,5,0,0,1800,9000,352,115
Sao Paulo,200,2,3,1,2,0,1,2300,13000,625,165
Sao Paulo,200,2,2,1,NaN,1,0,0,5000,0,76
Sao Paulo,138,3,4,2,18,1,1,1500,10000,527,127
Sao Paulo,53,2,1,1,8,1,1,950,1200,0,16
Porto Alegre,61,1,1,1,13,1,1,1237,3800,104,56
Sao Paulo,135,3,3,2,7,0,1,1855,2800,641,36
Sao Paulo,50,1,1,0,NaN,0,0,0,750,25,12
Sao Paulo,34,1,1,1,9,0,0,1200,1300,100,17
Sao Paulo,218,3,3,3,17,0,0,2300,4000,775,51
Sao Paulo,400,3,5,4,20,1,1,3500,10000,1250,127
Belo Horizonte,25,1,1,1,1,0,0,0,550,84,8
Porto Alegre,360,5,3,3,NaN,1,0,0,3500,0,63
Sao Paulo,72,2,1,1,9,1,0,990,2630,378,34
Sao Paulo,45,2,1,1,17,1,0,300,1600,34,21
Belo Horizonte,340,3,5,5,NaN,1,0,0,4600,211,76
Sao Paulo,130,3,3,2,NaN,1,0,0,3100,130,47
Sao Paulo,72,3,2,2,15,1,0,616,3000,245,39
Sao Paulo,50,1,1,0,NaN,0,0,0,900,0,14
Sao Paulo,100,2,2,0,8,0,1,1100,4999,50,64
Sao Paulo,270,3,2,4,21,1,0,3200,13000,1250,165
Belo Horizonte,60,2,1,1,3,1,0,122,1325,0,18
Belo Horizonte,46335,4,8,5,11,1,1,960,8500,646,114
Belo Horizonte,700,3,3,8,NaN,1,0,0,10000,807,164
Sao Paulo,550,4,5,0,1,1,0,2700,8800,0,112
Belo Horizonte,21,1,1,1,2,0,0,1000,980,0,14
Sao Paulo,55,1,2,1,17,1,0,777,3800,100,49
Sao Paulo,40,1,2,1,28,0,1,1935,4200,318,54
Belo Horizonte,50,1,1,1,12,0,1,571,1500,100,20
Sao Paulo,52,1,1,1,15,1,1,650,3950,290,51
Sao Paulo,46,2,1,1,6,1,0,280,1434,9,19
Belo Horizonte,20,1,1,1,NaN,1,1,0,1100,0,15
Sao Paulo,50,1,1,0,NaN,1,0,0,1050,59,16
Rio de Janeiro,49,1,2,1,10,1,0,761,2400,133,31
Porto Alegre,440,3,2,3,6,0,0,100,10500,84,154
Porto Alegre,59,2,1,1,2,1,0,382,900,62,14
Belo Horizonte,150,4,1,3,1,1,0,0,2300,0,38
Sao Paulo,100,3,2,0,7,1,0,750,2020,132,26
Sao Paulo,72,2,2,1,4,1,0,880,2100,27,27
Sao Paulo,500,7,7,8,NaN,0,1,0,9000,1667,136
Sao Paulo,264,3,5,0,NaN,1,0,0,6000,488,91
Sao Paulo,76,2,2,2,14,1,0,909,5500,299,70
Sao Paulo,16,1,1,0,1,0,0,0,870,0,12
Sao Paulo,198,3,2,2,8,1,0,1400,3250,334,42
Sao Paulo,190,3,2,1,3,1,0,1600,4000,100,51
Sao Paulo,210,4,4,4,4,0,0,2857,11500,1480,146
Campinas,233,3,1,1,NaN,1,0,0,2700,239,41
Sao Paulo,180,3,2,2,NaN,1,0,0,11000,150,166
Belo Horizonte,1020,5,4,6,NaN,1,1,0,6520,654,107
Sao Paulo,320,3,3,2,NaN,1,0,0,7200,600,109
Sao Paulo,116,3,2,2,5,1,0,1884,3800,518,49
Sao Paulo,128,2,1,1,9,1,1,1200,8500,9,108
Campinas,42,2,1,1,4,1,0,191,1020,0,13
Sao Paulo,70,2,1,1,6,1,0,660,3800,45,49
Sao Paulo,320,3,4,4,7,1,1,3440,15000,1659,191
Campinas,77,2,2,1,9,1,0,725,1200,71,16
Sao Paulo,208,3,3,3,4,1,1,2490,15000,1200,191
Sao Paulo,115,3,3,3,NaN,1,0,0,2400,71,37
Porto Alegre,60,2,1,1,1,1,1,400,1300,25,19
Porto Alegre,50,1,1,0,1,1,0,200,1045,30,16
Sao Paulo,108,2,4,2,7,1,0,1289,4500,522,58
Sao Paulo,64,2,2,1,7,0,0,1182,6950,276,89
Sao Paulo,178,3,2,1,NaN,1,1,0,3500,130,53
Porto Alegre,53,1,1,0,2,1,1,240,1480,42,22
Rio de Janeiro,118,3,2,0,2,1,0,1334,1560,210,21
Campinas,65,2,1,1,3,1,0,420,1250,53,16
Rio de Janeiro,180,3,3,2,6,1,0,2000,7000,475,91
Campinas,348,3,3,3,NaN,1,0,0,4850,400,73
Sao Paulo,150,3,3,1,3,0,0,2229,4500,484,58
Porto Alegre,45,1,1,0,6,1,0,350,650,28,10
Sao Paulo,37,1,1,1,3,0,1,485,3300,13,42
Sao Paulo,540,4,4,6,NaN,1,0,0,5220,1542,79
Belo Horizonte,521,5,2,3,NaN,1,0,0,10000,743,164
Campinas,147,4,3,3,8,1,0,1600,4800,284,61
Rio de Janeiro,130,3,2,1,8,1,0,1889,2610,450,34
Sao Paulo,190,3,2,1,NaN,1,0,0,3700,0,56
Rio de Janeiro,28,1,1,0,16,1,0,1100,730,99,10
Sao Paulo,160,3,3,3,NaN,0,0,1509,5850,528,88
Rio de Janeiro,310,3,2,0,5,1,0,2500,5200,595,68
Sao Paulo,530,4,5,6,NaN,0,0,0,13000,0,196
Sao Paulo,59,2,1,1,9,1,1,801,1200,0,16
Sao Paulo,800,5,4,8,NaN,1,0,0,14200,2250,214
Sao Paulo,77,2,1,0,3,1,0,590,2050,7,26
Sao Paulo,160,3,2,1,6,1,0,1500,4300,500,55
Sao Paulo,47,1,1,1,15,1,0,530,1800,0,23
Belo Horizonte,52,2,1,1,1,1,0,160,1000,0,14
Sao Paulo,60,1,2,1,2,1,0,1155,4000,112,51
Rio de Janeiro,120,3,3,2,9,1,0,750,3000,500,39
Belo Horizonte,55,2,1,0,2,0,0,0,850,50,12
Campinas,110,3,3,2,NaN,1,0,560,3200,88,49
Porto Alegre,145,3,4,0,2,1,1,250,2950,75,44
Sao Paulo,88,2,4,2,8,1,0,840,2300,379,30
Sao Paulo,49,2,1,1,11,1,0,350,2000,3,26
Sao Paulo,26,1,1,0,4,1,1,550,3500,80,45
Sao Paulo,36,1,1,0,6,1,0,300,1600,60,21
Sao Paulo,150,3,2,5,NaN,1,0,0,2100,260,32
Sao Paulo,77,1,1,1,8,0,0,0,5700,0,73
Campinas,60,1,1,2,NaN,1,0,0,1610,50,25
Rio de Janeiro,58,2,2,1,1,1,0,761,1190,105,16
Sao Paulo,145,4,4,3,14,1,0,1663,4500,584,58
Sao Paulo,408,4,6,3,20,1,0,2800,15000,1667,191
Sao Paulo,50,1,1,0,NaN,1,0,0,800,18,13
Sao Paulo,85,3,2,2,12,1,0,900,3300,116,42
Belo Horizonte,210,3,3,3,1,1,0,400,4200,242,56
Belo Horizonte,100,3,1,2,3,1,0,200,1646,73,22
Porto Alegre,68,2,1,1,6,0,1,480,1900,78,28
Campinas,42,1,1,1,16,0,0,472,2000,75,26
Campinas,87,3,1,0,15,1,0,725,1300,105,17
Sao Paulo,40,1,1,0,1,1,0,240,950,84,13
Sao Paulo,50,2,1,1,4,1,0,540,1850,133,24
Porto Alegre,85,2,2,0,7,1,1,660,2520,113,37
Porto Alegre,55,1,1,1,3,1,1,550,1910,110,28
Sao Paulo,127,2,2,2,5,1,0,1550,5500,361,70
Sao Paulo,172,3,5,3,NaN,1,0,0,5800,607,88
Porto Alegre,75,2,1,2,2,1,0,380,1200,55,18
Sao Paulo,50,1,1,1,6,0,0,500,3000,123,39
Campinas,120,4,2,5,NaN,1,0,0,4200,0,64
Sao Paulo,95,3,2,2,15,1,0,720,3490,167,45
Belo Horizonte,300,5,3,6,NaN,1,0,0,5200,334,86
Rio de Janeiro,44,1,1,0,1,1,1,360,1600,0,21
Porto Alegre,563,3,6,4,12,1,0,5200,15000,1250,220
Rio de Janeiro,65,2,2,0,2,0,0,150,1700,84,22
Rio de Janeiro,170,2,2,1,9,1,0,884,2940,80,38
Belo Horizonte,22,1,1,1,1,0,1,0,1500,0,20
Belo Horizonte,410,4,4,4,NaN,1,1,0,4900,466,81
Rio de Janeiro,60,2,1,1,2,1,0,561,1400,41,19
Sao Paulo,47,1,1,0,7,1,0,890,2700,178,35
Sao Paulo,72,2,2,0,10,1,0,820,1500,70,20
Belo Horizonte,157,4,3,3,3,1,1,1717,9000,108,120
Sao Paulo,280,3,4,2,NaN,1,0,0,7000,584,106
Rio de Janeiro,68,3,2,1,14,1,0,830,1050,82,14
Campinas,56,1,1,0,3,0,0,428,560,17,9
Sao Paulo,140,2,4,1,11,1,0,2200,8900,300,113
Campinas,50,2,1,0,2,0,0,386,830,55,11
Campinas,40,2,1,1,3,1,0,320,1200,70,16
Sao Paulo,260,3,4,4,4,1,1,5000,12000,0,153
Sao Paulo,700,6,8,8,NaN,1,1,0,14000,1020,211
Sao Paulo,130,2,1,0,NaN,1,1,0,1900,292,29
Sao Paulo,215,3,2,0,4,0,0,1054,4000,229,51
Rio de Janeiro,300,4,3,2,1,1,0,2500,4500,796,58
Sao Paulo,250,4,5,4,1,1,0,4200,12000,1667,153
Rio de Janeiro,80,2,2,1,7,1,1,1180,5435,207,71
Porto Alegre,54,2,1,0,13,1,1,460,1200,41,18
Campinas,57,1,2,1,12,0,0,660,650,0,9
Sao Paulo,130,3,2,1,9,0,0,1500,4500,0,58
Sao Paulo,48,1,1,2,15,0,1,2121,6800,400,87
Porto Alegre,318,4,3,0,NaN,1,0,0,19000,384,338
Sao Paulo,77,1,2,1,29,1,1,750,7740,209,99
Sao Paulo,42,1,1,1,14,1,1,1202,2650,243,34
Rio de Janeiro,74,3,1,0,NaN,1,0,0,1600,40,25
Sao Paulo,452,4,6,4,13,1,0,3033,9980,2500,127
Porto Alegre,41,1,2,1,6,1,0,400,2400,67,36
Sao Paulo,90,2,2,2,1,1,0,1200,1917,275,25
Rio de Janeiro,145,1,3,1,5,0,1,1200,8000,537,104
Sao Paulo,70,1,2,0,2,1,0,450,2035,111,26
Sao Paulo,180,3,4,5,NaN,1,0,0,3300,266,50
Sao Paulo,68,2,1,0,12,1,0,470,1300,50,17
Sao Paulo,300,4,4,3,NaN,1,0,0,10000,767,151
Sao Paulo,270,3,3,1,NaN,1,1,0,6500,23,98
Sao Paulo,63,1,1,1,3,1,0,298,650,0,9
Sao Paulo,140,2,3,1,3,1,1,1306,5000,250,64
Sao Paulo,220,5,4,3,NaN,0,0,0,8000,425,121
Sao Paulo,90,3,2,2,5,1,0,1478,2500,355,32
Sao Paulo,62,2,2,1,2,0,1,733,3200,129,41
Sao Paulo,55,1,1,0,1,0,0,140,770,0,10
Belo Horizonte,170,3,2,3,NaN,1,0,0,4000,180,66
Belo Horizonte,75,3,2,1,1,1,0,290,1100,90,15
Sao Paulo,150,3,4,3,10,1,0,1700,2490,375,32
Porto Alegre,270,4,4,2,NaN,1,0,0,7000,200,125
Porto Alegre,55,2,1,0,1,0,0,185,1500,27,22
Rio de Janeiro,38,1,1,0,4,0,0,457,1050,0,14
Porto Alegre,87,2,2,1,2,1,0,580,1970,117,29
Belo Horizonte,26,1,1,1,1,1,0,60,750,67,10
Belo Horizonte,384,5,4,6,NaN,0,0,0,5000,435,82
Belo Horizonte,62,2,1,1,2,1,0,100,1050,84,14
Sao Paulo,70,2,1,1,6,1,0,900,1750,50,23
Porto Alegre,48,1,1,1,8,1,1,1580,1288,0,19
Sao Paulo,396,4,4,4,NaN,1,0,0,10000,750,151
Rio de Janeiro,480,3,4,1,3,1,0,5200,7000,1201,91
Belo Horizonte,230,4,4,3,3,1,0,1700,6300,431,84
Rio de Janeiro,60,1,1,0,5,1,0,650,2210,84,29
Rio de Janeiro,80,2,2,2,2,1,0,1088,1900,420,25
Rio de Janeiro,150,4,3,3,5,1,0,1609,7500,525,97
Belo Horizonte,85,3,1,0,2,0,0,150,1100,150,15
Sao Paulo,25,1,1,0,14,1,0,304,2200,60,28
Porto Alegre,105,3,3,0,3,1,0,840,2125,111,32
Sao Paulo,144,4,2,2,6,1,0,1820,4800,667,61
Belo Horizonte,80,3,2,2,301,1,0,750,2600,164,35
Sao Paulo,100,1,1,0,NaN,1,0,0,1530,84,23
Belo Horizonte,649,5,5,6,NaN,1,1,0,15000,1065,246
Porto Alegre,55,2,1,1,2,1,0,300,850,30,13
Porto Alegre,68,2,2,1,2,1,0,400,1800,82,27
Sao Paulo,265,3,3,0,NaN,1,0,0,8500,475,128
Sao Paulo,96,2,1,0,9,1,1,940,4387,3,56
Belo Horizonte,241,5,4,3,NaN,1,0,0,5200,310,86
Rio de Janeiro,65,2,1,1,8,1,0,610,900,88,12
Campinas,71,2,1,1,3,1,0,670,1130,114,15
Sao Paulo,90,1,1,0,1,0,0,200,1550,167,20
Sao Paulo,90,3,2,0,9,1,0,900,2100,84,27
Campinas,42,1,1,1,9,1,0,460,1020,42,13
Porto Alegre,109,3,1,1,5,1,0,500,1400,42,21
Rio de Janeiro,260,4,1,2,5,1,1,3800,15000,1167,194
Sao Paulo,154,3,3,2,12,1,1,1042,2000,0,26
Belo Horizonte,55,1,1,0,NaN,0,0,0,1020,21,17
Sao Paulo,49,2,2,1,8,1,0,632,2400,55,31
Sao Paulo,56,1,1,0,2,1,1,0,8000,280,102
Campinas,67,2,1,1,2,1,0,500,1230,42,16
Sao Paulo,160,4,4,0,9,1,1,1300,3175,787,41
Porto Alegre,118,3,2,1,3,1,0,300,1800,50,27
Belo Horizonte,47,2,1,1,6,1,0,350,1480,75,20
Sao Paulo,132,3,4,3,2,0,0,2137,2980,520,38
Porto Alegre,47,1,1,0,20,1,0,280,755,27,12
Campinas,60,3,2,1,13,0,0,340,1700,120,22
Sao Paulo,250,4,5,0,14,1,0,3392,7880,1566,100
Porto Alegre,400,3,4,5,NaN,1,1,0,8500,309,152
Rio de Janeiro,28,1,1,0,4,1,1,484,2200,0,29
Sao Paulo,300,3,4,2,9,1,1,2000,14000,1084,178
Sao Paulo,78,2,1,2,9,1,1,0,5900,0,75
Sao Paulo,56,2,1,0,3,1,0,250,1800,41,23
Sao Paulo,110,2,2,0,4,1,1,1356,3360,248,43
Sao Paulo,65,2,2,1,7,1,0,630,1800,25,23
Belo Horizonte,59,3,1,1,1,1,0,100,1018,63,14
Sao Paulo,20,1,1,0,1,1,1,602,1800,130,23
Sao Paulo,65,3,1,1,11,1,0,510,1800,0,23
Sao Paulo,235,4,4,4,5,1,1,3330,14900,1417,189
Sao Paulo,137,2,3,2,1,1,0,2800,14000,542,178
Belo Horizonte,28,1,1,0,NaN,0,1,550,1100,0,15
Sao Paulo,50,1,1,1,NaN,0,0,0,1500,80,23
Sao Paulo,120,3,1,4,NaN,1,0,0,3500,234,53
Sao Paulo,80,2,1,0,NaN,0,0,0,1576,125,24
Rio de Janeiro,82,3,1,0,3,0,1,460,2700,50,35
Sao Paulo,160,3,2,1,NaN,1,0,0,4700,0,71
Sao Paulo,51,1,1,0,1,1,1,785,2350,150,30
Sao Paulo,56,2,1,0,NaN,1,0,200,1400,0,10
Sao Paulo,170,3,4,0,14,1,1,2200,4000,800,51
Sao Paulo,300,4,5,4,19,1,0,3150,3800,1630,49
Sao Paulo,60,2,1,1,11,1,1,500,3400,23,44
Rio de Janeiro,50,1,1,1,2,1,0,470,990,19,13
Sao Paulo,250,5,6,2,NaN,1,0,0,9000,717,136
Rio de Janeiro,80,2,2,2,12,1,0,900,935,100,13
Sao Paulo,20,1,1,0,NaN,1,1,602,1800,130,23
Rio de Janeiro,110,2,1,1,6,0,0,1200,3800,250,49
Belo Horizonte,430,4,5,3,NaN,1,0,0,6000,0,99
Belo Horizonte,144,4,3,3,14,0,1,1050,4500,390,60
Sao Paulo,80,2,1,1,1,1,0,875,24000,0,305
Campinas,30,1,1,0,5,1,0,280,580,12,8
Sao Paulo,163,2,3,2,18,1,1,1464,8000,470,102
Belo Horizonte,80,2,2,2,9,1,0,400,2600,113,35
Sao Paulo,300,5,4,7,NaN,1,0,0,15000,2292,226
Belo Horizonte,544,4,3,7,NaN,1,0,0,3200,250,53
Belo Horizonte,95,3,2,2,4,0,0,666,1800,134,24
Porto Alegre,65,2,1,0,1,1,0,355,1030,24,16
Belo Horizonte,305,4,5,5,26,1,0,5071,14000,2241,187
Belo Horizonte,103,2,2,2,1,0,0,400,1200,100,16
Sao Paulo,135,3,2,2,3,1,0,1650,2300,775,30
Sao Paulo,200,3,4,2,13,1,0,1900,7000,677,89
Rio de Janeiro,47,2,2,1,12,1,0,500,1000,40,13
Rio de Janeiro,35,1,1,0,3,1,0,310,700,80,10
Campinas,44,2,1,1,2,1,0,244,1000,0,13
Sao Paulo,82,2,1,1,5,1,0,860,3400,0,44
Sao Paulo,50,1,1,1,NaN,0,0,0,900,21,14
Belo Horizonte,360,4,3,3,NaN,1,0,0,3300,171,55
Porto Alegre,95,3,2,2,2,1,0,350,2500,71,37
Sao Paulo,83,2,3,2,8,1,0,1555,3200,735,41
Sao Paulo,60,1,1,1,6,1,0,683,2100,0,27
Sao Paulo,122,3,2,1,9,1,0,1766,5800,279,74
Sao Paulo,150,3,4,4,14,1,0,1076,7925,651,101
Campinas,450,5,4,8,NaN,1,0,0,3460,400,53
Porto Alegre,58,2,1,1,4,1,0,350,1000,47,15
Sao Paulo,380,4,2,4,NaN,1,0,0,4600,700,70
Belo Horizonte,430,4,5,3,7,1,0,1945,8000,528,107
Porto Alegre,280,3,5,2,3,1,1,729,5280,500,78
Belo Horizonte,580,5,6,5,NaN,0,0,0,15000,1153,246
Porto Alegre,98,2,2,0,2,1,0,310,1100,38,17
Sao Paulo,40,1,1,1,2,0,0,225,1080,65,14
Rio de Janeiro,50,2,1,1,2,0,1,328,2300,0,30
Sao Paulo,40,1,1,1,11,1,1,1233,4065,202,52
Rio de Janeiro,75,4,4,1,9,0,1,700,4500,0,58
Rio de Janeiro,72,1,1,1,1,1,0,957,3500,239,46
Sao Paulo,429,5,4,6,NaN,1,0,0,12750,2312,192
Sao Paulo,380,4,2,0,NaN,1,0,0,8000,0,121
Belo Horizonte,72,3,1,1,3,0,0,300,900,86,12
Sao Paulo,114,3,3,0,NaN,1,0,150,2600,171,40
Sao Paulo,100,3,2,4,NaN,1,0,0,3880,255,59
Sao Paulo,120,4,2,2,11,1,0,1630,4000,464,51
Sao Paulo,100,3,3,2,6,1,0,1250,5500,250,70
Porto Alegre,170,2,3,2,NaN,1,0,0,6500,292,116
Sao Paulo,62,1,2,1,4,1,1,2400,12000,350,153
Sao Paulo,62,2,2,1,5,1,0,510,2500,158,32
Sao Paulo,94,2,3,2,18,0,0,1600,4400,325,56
Rio de Janeiro,144,3,2,1,7,1,1,1500,8200,622,106
Campinas,68,2,1,2,1,1,0,520,1200,74,16
Porto Alegre,42,1,1,0,5,0,1,290,2200,66,33
Porto Alegre,84,3,1,0,3,1,1,70,1460,44,22
Sao Paulo,165,3,4,4,15,1,0,2000,10000,799,127
Sao Paulo,50,2,1,1,9,1,0,390,1072,0,14
Porto Alegre,65,2,1,1,3,0,1,400,1750,100,26
Campinas,52,1,1,1,8,0,1,1000,2300,50,30
Sao Paulo,136,3,3,2,12,1,0,738,3400,115,44
Belo Horizonte,75,2,1,1,3,0,0,200,1100,62,15
Sao Paulo,212,3,5,3,7,1,0,2300,7000,1084,89
Sao Paulo,70,2,1,1,1,1,0,580,1400,52,18
Sao Paulo,57,2,1,1,5,1,1,550,2300,63,30
Sao Paulo,128,2,3,3,9,1,0,2000,3900,500,50
Sao Paulo,62,2,2,1,1,0,0,0,2350,0,30
Sao Paulo,140,3,3,2,NaN,1,0,0,3800,200,58
Sao Paulo,55,2,1,1,14,1,0,420,1399,0,18
Sao Paulo,130,3,2,1,8,1,0,2400,5500,209,70
Sao Paulo,82,3,2,2,4,0,0,860,2600,209,33
Sao Paulo,100,3,2,1,5,1,0,1221,1200,38,16
Sao Paulo,122,2,2,2,10,1,0,1761,3950,640,51
Porto Alegre,87,2,1,0,2,1,0,300,1300,64,19
Belo Horizonte,70,2,1,2,4,1,0,290,780,0,11
Rio de Janeiro,123,3,2,1,1,1,0,2800,3700,237,48
Porto Alegre,91,3,2,2,3,1,0,400,3390,150,50
Sao Paulo,50,1,1,0,4,1,0,100,1100,0,14
Sao Paulo,189,4,3,3,14,1,0,3300,5780,440,74
Campinas,45,2,1,1,3,1,0,312,850,25,11
Rio de Janeiro,35,1,1,0,7,1,1,560,1950,50,26
Sao Paulo,350,5,5,4,8,0,0,3000,7200,1417,92
Belo Horizonte,73,1,1,0,13,0,0,744,1460,142,20
Sao Paulo,35,2,1,1,NaN,1,0,125,2100,0,32
Sao Paulo,685,4,3,5,11,1,0,3960,13000,3120,165
Sao Paulo,140,5,2,1,1,1,1,0,3999,200,51
Sao Paulo,78,3,3,2,10,1,0,639,2800,117,36
Sao Paulo,200,6,4,2,NaN,1,0,0,5600,4710,85
Porto Alegre,102,2,2,1,11,1,1,1900,3000,259,44
Campinas,48,2,1,1,5,1,0,263,1000,66,13
Sao Paulo,84,3,2,1,3,0,1,741,2175,185,28
Sao Paulo,80,2,1,1,NaN,1,0,30,1300,40,20
Sao Paulo,391,4,5,2,15,1,0,2900,10000,1999,127
Sao Paulo,227,4,4,3,7,0,1,2000,15000,750,191
Sao Paulo,180,3,3,4,27,1,0,1800,6500,859,83
Belo Horizonte,178,4,4,4,1,1,0,1200,3900,409,52
Sao Paulo,105,1,1,2,29,0,0,1300,8700,417,111
Sao Paulo,26,1,1,0,4,1,1,400,4300,60,55
Sao Paulo,200,2,3,1,10,1,0,1750,4500,0,58
Belo Horizonte,78,2,2,2,3,1,0,150,1300,100,18
Sao Paulo,309,4,5,3,NaN,1,0,0,12000,734,181
Porto Alegre,66,3,2,1,11,1,0,400,1500,40,22
Rio de Janeiro,20,1,1,0,11,0,1,0,1650,0,22
Campinas,35,1,1,1,13,1,0,475,750,32,10
Sao Paulo,130,2,4,3,2,1,0,1800,6000,667,77
Sao Paulo,120,3,1,0,1,1,0,0,1210,207,16
Rio de Janeiro,75,2,2,0,1,0,0,670,2200,59,29
Sao Paulo,120,3,3,2,23,0,0,1500,7300,400,93
Rio de Janeiro,65,2,1,1,1,1,1,0,1530,0,20
Sao Paulo,20,1,1,0,NaN,1,1,602,1800,130,23
Sao Paulo,62,3,1,2,1,1,0,750,1400,156,18
Sao Paulo,129,3,4,2,8,1,0,1800,3000,600,39
Sao Paulo,70,2,2,4,NaN,1,0,0,3000,190,46
Rio de Janeiro,38,1,1,0,12,0,0,600,1700,82,22
Porto Alegre,120,3,3,3,7,1,0,800,5000,0,74
Sao Paulo,180,2,3,2,NaN,1,0,0,3150,301,48
Sao Paulo,82,1,1,2,1,1,0,1650,8000,267,102
Belo Horizonte,58,2,2,2,7,1,0,304,1400,100,19
Sao Paulo,52,2,1,1,3,0,0,450,2400,78,31
Sao Paulo,67,2,1,0,3,1,0,385,1300,56,17
Belo Horizonte,100,3,1,1,2,1,0,0,2900,301,39
Sao Paulo,570,4,5,4,14,1,0,3800,10870,2016,138
Sao Paulo,54,2,1,1,1,1,0,280,2200,0,28
Campinas,150,4,2,0,NaN,1,0,0,2500,184,38
Sao Paulo,32,1,1,1,11,1,1,652,3870,42,50
Sao Paulo,127,3,2,2,1,1,0,0,5000,250,76
Porto Alegre,58,2,1,1,NaN,1,0,170,800,24,12
Sao Paulo,230,3,2,2,NaN,1,1,0,4590,309,69
Sao Paulo,60,1,1,0,NaN,0,0,0,1600,192,25
Porto Alegre,60,1,1,0,2,0,1,100,1170,0,18
Sao Paulo,245,3,5,4,13,1,1,2450,11500,1584,146
Sao Paulo,180,3,2,2,2,1,0,2500,7000,1200,89
Porto Alegre,42,1,1,1,2,1,0,280,900,19,14
Porto Alegre,41,1,1,0,5,1,1,300,1090,84,16
Belo Horizonte,800,4,4,3,NaN,1,0,0,8000,834,132
Belo Horizonte,700,7,6,5,NaN,1,0,0,15000,1161,246
Sao Paulo,140,3,3,2,NaN,1,0,0,2300,0,35
Porto Alegre,222,4,3,2,13,1,0,2300,4000,200,59
Porto Alegre,122,3,3,2,2,1,0,600,2500,149,37
Rio de Janeiro,62,1,1,0,7,0,1,943,2700,156,35
Sao Paulo,107,2,2,0,6,0,0,799,3150,0,40
Belo Horizonte,59,2,2,0,2,0,1,510,1400,112,19
Rio de Janeiro,40,1,1,0,4,1,1,510,1360,1,18
Campinas,72,3,1,1,1,1,1,470,1075,49,14
Belo Horizonte,400,4,6,4,15,1,0,1840,6000,668,80
Sao Paulo,84,2,3,2,25,1,1,634,6900,165,88
Belo Horizonte,80,3,2,2,11,1,0,700,1800,167,24
Sao Paulo,90,2,2,0,NaN,1,0,0,1750,0,27
Belo Horizonte,413,4,4,0,1,1,0,2314,7900,692,106
Sao Paulo,120,4,4,1,NaN,1,0,0,4500,67,68
Belo Horizonte,66,2,1,1,3,1,0,200,1000,25,14
Rio de Janeiro,140,3,2,1,22,0,0,732,3000,305,39
Belo Horizonte,190,4,2,2,4,1,0,970,3500,287,47
Sao Paulo,325,5,5,4,NaN,1,0,0,6000,420,91
Rio de Janeiro,60,2,2,0,15,1,1,1640,2300,205,30
Sao Paulo,310,4,4,3,NaN,1,0,0,7000,675,106
Sao Paulo,100,2,2,2,6,1,1,1700,6500,42,83
Campinas,120,2,1,0,3,1,0,830,1100,95,14
Belo Horizonte,52,2,1,1,4,0,0,180,730,0,10
Sao Paulo,52,2,1,1,17,1,0,540,1100,45,14
Campinas,115,3,3,1,5,1,0,1035,1900,30,25
Rio de Janeiro,47,1,1,1,5,1,0,390,1000,0,13
Sao Paulo,66,2,1,1,8,0,0,530,1780,0,23
Sao Paulo,100,2,1,2,NaN,1,0,0,1650,0,25
